Label,Tweets
2,"The Department Store windows, Macys, Saks, Bloomingdales, Lord and Taylor, the Xmas Markets which are all over (many have the same items), the ice-rink in Central park at dusk, when all the buildings round the park are lit up.    Coming across Xmas trees in certain areas, ie Wall Street, Lincoln Ctr    Nearer the time on New York Tourist info websites, they will list exactly what is happening and when.    Don't know if they do it every year but a few years ago at South Street Seaport they had Santas arranged in a 'tree' formation singing carols which was nice"
2,That's called the singing or live Xmas tree.    out.com/od/_xmaswindows.htm
2,"My mum and I have been to New York at Christmas time every year for the last 4 years and love it!    The Radio City Christmas Spectacular is great. It's aimed at kids but as long as you're young at heart you'll enjoy the story of Christmas. We've seen that 3 times now so this year we have opted for White Christmas at the Marquis theatre instead.     The rockefeller tree and ice rink is a must see and there are some nice restaurants overlooking the ice rink for dinner and lunch.     Central park is lovely in winter, one year it snowed when we were there and it just looked like a postcard.     if you go to see Grand Central Station there is a lovely Christmas Market in the Vanderbuilt Hall which is worth a visit.     And of course the window displays on 5th Avenue and Macys are great.     if you have any question, please get in touch."
0,What time does the MKt in central station go on to?    Thanks
1,"No hours posted on their website yet:    grandcentralterminal.com/go/mallEvents.cfm  But, usually the stalls close around 6 pm. Check the link above as the time approaches."
2,"My personal must is a Staten Island Ferry ride in the early evening when it is just darks and the skyline buildings are lit up for Christmas.     If it is very cold, you can stay indoors and look out the windows, but you can also go out on deck. Bring some hot chocolate!    Also check out the Neopolitan christmas tree at Met Museum and consider a visit to the Cloisters, the Met's medieval art collection in Washington Heights which is decorated for Xmas,and sometimes has live holiday music.    Check out local churches for special (and quite lovely) holidays servicesand concerts. Worth it"
0,Thank you all so much for your suggestions - i'm going to file them safely :)
2,"The Dyker Heights section of Brooklyn may be a bit of a schlep to get to, but the lights put the Rockefeller Center Tree to shame. To set the stage, this is a neighborhood of single family homes that compete to see who has the biggest and most outlandish decorations. We're talking life sized mechanical men, snow globes and enough electricity usage to power a small city. I know that there are tour buses that come here when the lights are happening. To get you psyched - check out this website [especially the photos].    out.com/od/ker_heights02-jpg.htm"
2,"First, make sure that the apartment you found is not a scam - many apartment rentals in NYC are.    As much as I love Brooklyn, I usually advise 1st time visitors to stay in Midtown Manhattan to get to know the island a little. But since you will be attending a festival, and the price sounds too good to be true (I'm extremely skeptical of this deal, please tell me you didn't find it on Craigslist) it will be more convenient for you to stay in Brooklyn. And in Manhattan will cost you probably 4 times as much for your number of people.    Good luck and let us know if the lodging works out - check ripoffreport.com or Google the company name, make sure there are no horror stories.    And pay with a credit card!"
2,"nope, not on Craigslist.  It was on homeaway and from what I can see they appear to be legitimate (I have looked at several independant reviews of the site.)  The woman who is renting it out says that she is running a special and it's usually about an extra $50 a night from what I can tell.  It seemed a little too good to be true for me as well, but from the looks of homeaway at least legit (I have also looked the name of the person doing this rental up on the white pages and they do have a residence at that address which I feel is a positive sign - surely a scammer would have a fake address?) and homeaway also offers internet fraud protection up to $1000 (which is what we're being asked to pay)  That all SEEMS pretty good to me, but if there's anything I'm not thinking of, please let me know!  The festival is over three nights (four including an after party). We still want to see as much of NYC as possible, and saving the money on the accomodation will help us do that... unless 
of course, the extra expense of staying in Manhattan will be negated by not taking subway/taxis etc"
2,"If you could give us the address it would be helpful. I have a friend who lives in Clinton Hill and it's one of those pockets of Brooklyn that does not have easy public transportation alternatives - for instance she has to take a bus to the subway.    The only train I know that runs through Clinton Hill is the "";G""; and that only along Lafayette Ave - so check where you will be in relationship to that.     And finally, Clinton Hill is between Ft Greene and Bedford-Stuyvesant, and there are intermittent sketchy blocks in the area and wonderful block in the area."
2,"According to Google maps we are right near the C train and the G train (both walking distance) We're about 2 blocks from Franklin Ave station location wise.     Hope that helps with whether the area is okay    I've tried a few landmarks around NYC in google maps and they all say its about a half an hour by subway.  None of us are too concerned by that really, we're in Australia - you can't get anywhere in less than half an hour here :)"
1,"You shouldn't be taking cabs in NYC during the day as it takes just a little bit longer on the subway, and sometimes shorter!    I am sure you will be taking cabs at night after partying to get back to the apartment at 2am, but that's par for the course."
1,"My problem with the HomeAway site was that the owner of the flat I had booked decided to give it to someone else two weeks before my group was due to arrive. The HomeAway staff was sympathetic but did nothing.    Although I was sent my deposit back, I had to frantically look for an alternative in mid August when all the best flats and hotel rooms have gone.    I would not recommend using HomeAway because their contracts only protect the owners of the properties: if the renter cancels his booking, he loses his deposit, if the owner cancels that's just tough luck for the renter!"
2,"You can pick up a special Game Day bus to Ralph Wilson Stadium:   http://www.nfta.com/metro/gameday-bills.asp    Niagara Falls is about 20 minutes from downtown Buffalo. You can enjoy the falls from the U.S. side, but if you want to go see the Canadian falls, you won't need a passport -- all you'll need is a birth certificate and a government-issued photo ID.    I'll let someone else answer your casino questions."
1,Thanks. Can you recommend a hotel that is close to the metro station downtown so we can hop the metro to go to the game?     The game is November 17----what weather should I expect?
2,"You can expect the same weather in Buffalo as you get in Cleveland. We get your weather probably the day after you get it (from the west). It could rain, it could snow, it could be a nice, sunny day... who knows!    Regarding hotels downtown, here's a list from a previous post:  1) Hampton Inn  tripadvisor.com/Hotel_Review-g60974-d224389-  2) Adam's Mark  tripadvisor.com/Hotel_Review-g60974-d93115-R  3) Hyatt Regency Hotel  tripadvisor.com/Hotel_Review-g60974-d93122-R  4) Comfort Suites  tripadvisor.com/Hotel_Review-g60974-d93128-R  You can catch the train on Main Street and it's free as long as you stay above ground. The bus station where you will most likely catch the shuttle to the game is near Main and N. Division St, across from Church St.     Niagara Falls: The Seneca Niagara Casino is within walking distance of the actual Falls. If it's a nice day and you feel like walking, it's an easy walk to the Canadian side across the Rainbow Bridge. Just brin
g you birth cert and driver's license so they let you back into the USA.    There is a casino in downtown Bflo, but it's nothing special, from what I've been told."
2,"the metro train does not go out to ralph wilson stadium. the stadium is in orchard park, about 25 min south of buffalo. (you'll pass it on the 90 as you drive up)if you drive to the game, leave your hotel early as traffic can get thick. consider driving, tailgating is art in buffalo! it's a lot of fun to experience. i would recommend the hampton inn. good central location for night life."
1,"Don't waste your time or money at the Canadian casinos. The slots are VERY tight and you will never see a minimum below 15/20$. Also, if you're a smoker, they are non-smoking and do NOT offer free drinks, whereas the Seneca casino on the US side does.      Go Bills! Boo Browns!"
1,"No offense to Gear but the Canadian Casinos are far superior to the Seneca if your motivation is a nice atmoshphere, shopping, and beauty. I can not speak for the gambling outcomes. To the Seneca's credit , they have great restaurants and a very nice concert venue. If you are into casinos, I would check out both...."
2,"Thanks for all of your advice.     We went ahead and booked the Country Inn near the Falls in Canada for 3 nights (I figure we can check out the Falls since the only time I was there was when I was a toddler).      We'll drive back on Monday and check in to the hotel in Hamburg (Holiday Inn....cheap) and then go over to the stadium early for some tailgating. It looks like it's only about 5 miles away, so even with crazy traffic I'm hoping its not too big of a headache.     Is alcohol permitted in the parking lot? Little gas grills? And what about the restroom situation----are there port-o-johns available?? And how soon do they open the stadium?      Thanks so much for all of your help!"
1,"drinks-yes, grills-yes, the lots open at the crack of dawn....it is full contact tailgaiting in Buffalo and I think after experiencing it, you will change your team affiliation. After going to a few Browns games...I believe Buffalo has the tailgaiting title...but it is very close.....Go Toronto...oh I mean Buffalo....!!"
2,"You should check with the car rental company about their policy regarding the border-crossing into Canada. Other people have asked about that question in this forum, and I can't recall the answer, but if you do a search, you should be able to find those posts.     Our weather is quite variable at that time of year. The roads may be perfectly dry, or we may have a lot of snow. In any case, no one uses chains, and in fact I think they are illegal these days because of the damage they do to the roads. Your rental car will be equipped with all-weather tires, and that's all you'll need.    Even if it's quite snowy, the road crews are experienced in keeping the highways plowed and salted. Just maintain a safe speed. If the weather is very bad, you might need to postpone your trip if you are not experienced with driving on snow or ice. Also, be sure to take a travel kit with energy bars, some bottled water, a blanket, and a fully charged cell phone against the (unlikely) possibility th
at you'll get stranded.    Generally, American drivers who have insurance on their own vehicles are covered for any damage to the rental vehicle and do not need to buy the supplemental insurance offered by the rental companies -- but I'm not sure whether that's the case for someone coming from another country. You should check with your insurance company in the U.K. about their policy. At any rate, the charge for the supplemental insurance isn't too great.    Finally, because you are traveling over the holidays, do be especially careful on the roads and try to avoid traveling late at night if at all possible. You're going to be doing a lot of driving! The trip from Buffalo to New York City is about seven hours, so, especially if the weather is bad, allow yourself plenty of time for slowdowns due to holiday traffic, weather delays, etc., especially if you have a flight to catch in NYC.    Good luck, and enjoy your visit!"
1,Thanks very much. Lots of great info there :). We are waiting to hear from Budget car rental now regarding border crossings etc.
1,When will you be coming? There are some great seasonal activities.
0,We will be there August 22-24. Thanks!
2,"Well, you're really in luck, because there's a lot going on, including the Elmwood Avenue Festival of the Arts (http://www.elmwoodartfest.org), with special activities for youngsters, performances (including one by Nikki Hicks, one of my favorite local vocalists), and food of all kinds. Elmwood Avenue is one of the area's most colorful and thriving neighborhoods, and very walkable.    The Buffalo Irish Festival is also going on that weekend -- in Hamburg, as it happens, at the fairgrounds: www.buffaloirish.com/irishfestival.htm.    You could also visit the Buffalo Zoo, take a cruise on the Miss Buffalo, attend a baseball game at Dunn Tire Park downtown (free fireworks after the games on Fridays), and attend the free evening activities at the Albright-Knox Art Gallery (also on Elmwood Ave.) on Friday night. (On the 22nd, the Gallery fun includes hands-on art projects and live music ranging from klezmer to gypsy.)    I'll add more ideas as I think of them, and I'm sure other p
eople will add their favorite activities. Have fun!"
2,"Depending on your time frame, a quick trip to Niagara Falls would be great. It is a 45 minute drive from Hamburg and well worth the investment of time. Otherwise you have some beaches in Angola to enjoy. If the girls like to shop you have the Galleria, which is a great expansive Mall. If you enjoy a more eclectic afternoon, lunch on Elmwood Avenue, a stroll through the Albright Know Art gallery, and hitting some of the hip shops would be a cool afternoon. Darien Lake Theme Park is 40 minutes from Hamburg if an amusement park is your thing, Marine Land in the Falls is pretty interesting as well."
0,What great suggestions - thanks everyone!!!
1,"There is not much to do in Buffalo, your better off crossing the border into canada and going there."
1,Well I must respectfully disagree. We had a great time in Buffalo. There was absolutely no need to leave the country!
2,"Glad to hear it, Marykayeee! Do tell if you have time - we'd love to hear about your trip."
1,Thanks you for sharing....    more reasons to come a day early and take in all that is Buffalo.......
2,"Good to know; sorry to hear about the poor customer service. I think the only Bflo Airport lot that really is within walking distance is the shot term lot, which obviously wouldn't work for a 10 day trip. When the airport was re-built, they didn't plan for the large crowds that have appeared, many like you, from Canada. They didn't consider that market would be so great!     How rude that people were cutting in line to exit - who would let such people in front of them? I sure wouldn't... get to the back of the line where you belong - you're just not that special!     I think it is just as well off to park across the street at one of the private lots. I think they also have coupons, occasionally. The last time I parked long term across the street, the lots were so full that they just let people drop their car in a line near the entrance, and they parked it for you. Their shuttle buses seem to run more frequently than the Bflo Airport shuttle buses. Here is the link for Sunpar
k: aboutairportparking.com/sunpark-buf-airport-"
2,"Since the letter is from the hotel directly, I get the impression that they plan to enforce the intention of the policy. My thoughts have always been that these discounts were for folks traveling on gov't business..not a just a deal for gov't employees. AAA, AARP dicounts rarely top 10% whereas gov't and military can be as deep as 30-50% off the rack rate.     You could just play dumb and take your chances...."
1,Thank you for your response. I have been asking for and getting the military discount going on 20 years at various hotels and have never been asked for this documentation. The discount I received was only about $18 less a nite than the AAA rate. What makes me upset is that I made these reservations in August and I just got the letter!
1,"Can you find the hotel chain's policy in writing, like on the website?"
1,Interesting...    I do think it is odd that they would ask for this so far after the initial reservation was posted... I would contact the hotel for an explanation. What sort of Id have most the hotels required in the past...I am wondering now if I qualify as a government employee...I would love to tap into those rates.....
2,"One of the perks of being in the military are the discounts - all you need to show is your id card. (except in this instance). I contacted Hilton Customer Assistance regarding this matter and they were very professional and helpful about my concerns. The manager of the Buffalo-Amherst property contacted me and offered me a discount off of the rack rate, but will not honor the reservation rate. Hilton corporate stated that each property can make up their own policies regarding rates. This is a very bad business practice if they change the terms of the reservation."
2,"Are you looking for the ocean or the bay?    Depending on where you are in Sag Harbor, the nearest beach is Long Beach in North Haven. You drive over the bridge in town, and make a left at the circle. There is also Havens Beach, which is ideal for children. If you want the ocean, you'll have to travel to East Hampton or Southampton. There are numerous beaches to choose from in East Hampton."
2,"If it is the soft sands of an ocean beach you want there are a number of options in both Southampton and East Hampton towns, each within easy distance of Sag Harbor. Bridgehampton's Scott Cameron Beach may be the closest for you, at about a fifteen minute drive. Do read signs before you park at any beach or you may get a ticket - or worse, get towed, unless it is after six pm.     Beaches with lifeguards, which I am assuming you will want, usually sell day passes. Call 631-283-6000 for Southampton's Town Hall to find out where to go in that town and East Hampton's for their list.     Coopers Beach on the ocean in Southampton Village is a very nice family beach with bathrooms and a snack bar. It was recently voted one of the top beaches in America - unfortunately for us as it is attracting many new visitors. I believe it still sells day passes, but I hear they can sell out on busy days. Call Village Hall to find out more: 631-283-0247."
2,"There are many different beaches here in sag harbor. There is mecox beach, scott cameron, ocean road beach, and sagg main are the closet to the ocean. we also have Long beach. wich is in sag hrbor, try and go anytime after 5 or six when there is no parking restrictions, other wise you'll need a beach sticker/day pass. but there will be no life gaurds. you could also travel out to east hampton/ amagansett and montauk."
1,How nice is the Sag Harbor Bay beach area? Water and sand clean? I think it's mostly private over there
2,There are some nice beaches in Sag Harbor. The sand at Long Beach (officially called Fosters Beach) is nice although I've never been swimming there so can't say about the water. There's also a beach due east of the village called Haven's Beach. These have very calm water-no waves.    http://www.sagharborchamber.com/beaches.htm
